nome,classe,bolsa_fonte,tipo_de_ativo,ativo_cancelado,codigo,fechamento_31dez16,fechamento_31dez17,fechamento_31dez18,fechamento_31dez19,fechamento_31dez20,fechamento_31dez21,fechamento_31dez22,valor_mercado_da_empresa_31dez17,valor_mercado_da_empresa_31dez18,valor_mercado_da_empresa_31dez19,valor_mercado_da_empresa_31dez20,valor_mercado_da_empresa_31dez21,valor_mercado_da_empresa_31dez22,patrim_liq_dez_2017,patrim_liq_dez_2018,patrim_liq_dez_2019,patrim_liq_dez_2020,patrim_liq_dez_2021,patrim_liq_dez_2022
3r Petroleum,ON,Bovespa,Ação,ativo,RRRP3,NA,NA,NA,NA,36.621022764,33.027831014,37.162462617,NA,NA,NA,4073561.5224,6796997.7669,7666558.108,232170,255919,236793,1077100,4107890,4282439
3tentos,ON,Bovespa,Ação,ativo,TTEN3,NA,NA,NA,NA,NA,9.6206115511,9.2311485022,NA,NA,NA,NA,4807768.14,4632207.76,NA,299458,399821,712132,2236240,2816976
524 Particip,ON,Bovespa,Ação,ativo,QVQP3B,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100,93,55,150,112,117
Abc Brasil,PN,Bovespa,Ação,ativo,ABCB4,8.9555442263,12.062362092,12.874767106,16.485717758,13.29214307,14.449478995,19.27,3304854.6963,3387283.5944,4216503.8946,3405961.2334,3437405.6177,4255833.5909,3284332,3665510,4040733,4288263,4669463,5205386
Aco Altona,ON,Bovespa,Ação,ativo,EALT3,NA,NA,3.4146628443,12.063338741,11.258169371,11.113835124,9,74250,94282.5,220012.5,190117.5,218287.5,173175,97996,154624,162778,183640,187717,215087
Aco Altona,PN,Bovespa,Ação,ativo,EALT4,0.71687638586,2.3144872267,3.1666739231,4.9844247243,4.0828837187,6.375694124,6.7,74250,94282.5,220012.5,190117.5,218287.5,173175,97996,154624,162778,183640,187717,215087
Aeris,ON,Bovespa,Ação,ativo,AERI3,NA,NA,NA,NA,9.9653226848,6.5272863586,1.13,NA,NA,NA,7662134.56,4999048.1368,845004.29556,101727,129839,174210,966252,999592,884868
AES Brasil,ON,Bovespa,Ação,ativo,AESB3,10.263709193,9.9267091978,8.4012166841,14.496453438,15.985526726,10.895568303,9.66,5075342.46,3989621.2,6972462.49,6660846.86,5447618.8997,5814617.8243,1557690,1523474,1451170,1842458,3223075,4391178
Aesoperacoes,ON,Bovespa,Ação,ativo,AESO3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2154,3202404,2729781
Afluente T,ON,Bovespa,Ação,ativo,AFLT3,1.9613811702,3.783392695,4.3577115177,8.7731077686,8.3816646245,8.0821345056,8.6578952913,313532.45,350121.75,698981.8,622018.1,559563.95,584797.95,44935,195754,214346,187459,247518,260732
Agribrasil,ON,Bovespa,Ação,ativo,GRAO3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,84,1312,26038,27639,142479
Agrogalaxy,ON,Bovespa,Ação,ativo,AGXY3,NA,NA,NA,NA,NA,10.487234222,9.86,NA,NA,NA,NA,1786470.7377,1650852.9966,171051,183875,192059,1015667,1458744,1485032
Alfa Consorc,ON,Bovespa,Ação,ativo,BRGE3,NA,3.527363422,4.0186342414,14.999161712,10.269426052,7.1,9.65,248994.6591,262387.60801,951011.27242,687134.61558,533585.37148,698734.10027,1090754,1145368,1191299,1234611,1249658,1289789
Alfa Consorc,PNA,Bovespa,Ação,ativo,BRGE5,1.683377804,NA,2.0650419206,40.00999098,11.404341092,NA,NA,248994.6591,262387.60801,951011.27242,687134.61558,533585.37148,698734.10027,1090754,1145368,1191299,1234611,1249658,1289789
Alfa Consorc,PNB,Bovespa,Ação,ativo,BRGE6,NA,NA,NA,8.9334657368,15.459096642,7.867547705,11.482190525,248994.6591,262387.60801,951011.27242,687134.61558,533585.37148,698734.10027,1090754,1145368,1191299,1234611,1249658,1289789
Alfa Consorc,PNC,Bovespa,Ação,ativo,BRGE7,NA,NA,1.978981508,NA,NA,NA,NA,248994.6591,262387.60801,951011.27242,687134.61558,533585.37148,698734.10027,1090754,1145368,1191299,1234611,1249658,1289789
Alfa Consorc,PND,Bovespa,Ação,ativo,BRGE8,NA,NA,NA,9.6877461714,7.3214266347,9.106127183,9.050237134,248994.6591,262387.60801,951011.27242,687134.61558,533585.37148,698734.10027,1090754,1145368,1191299,1234611,1249658,1289789
Alfa Consorc,PNE,Bovespa,Ação,ativo,BRGE11,NA,3.2920398072,NA,13.875849514,9.0038036022,6.9922132029,7.4993212539,248994.6591,262387.60801,951011.27242,687134.61558,533585.37148,698734.10027,1090754,1145368,1191299,1234611,1249658,1289789
Alfa Consorc,PNF,Bovespa,Ação,ativo,BRGE12,2.8830877404,2.7568619804,3.0083107881,8.1793496024,6.4994831804,6.99,9.49,248994.6591,262387.60801,951011.27242,687134.61558,533585.37148,698734.10027,1090754,1145368,1191299,1234611,1249658,1289789
Alfa Financ,ON,Bovespa,Ação,ativo,CRIV3,3.5897284943,3.1616849882,4.2375679664,6.1260523633,5.4336468208,4.6972184971,5.18,403154.09185,501344.36325,684752.55921,604116.30189,527712.66958,530418.01747,851004,899060,950894,981886,1038347,1056098
Alfa Financ,PN,Bovespa,Ação,ativo,CRIV4,2.2486608872,3.1854833265,4.0502284457,5.5284203957,5.264192152,5.0085783579,4.9157194818,403154.09185,501344.36325,684752.55921,604116.30189,527712.66958,530418.01747,851004,899060,950894,981886,1038347,1056098
Alfa Holding,ON,Bovespa,Ação,ativo,RPAD3,NA,2.2995138149,2.4094905625,6.1087084386,6.0493725926,6.1893580741,7.14,249600.604,275247.38028,615036.46716,561841.01267,507198.04455,590235.52579,918365,959741,993802,1028141,1038886,1066751
Alfa Holding,PNA,Bovespa,Ação,ativo,RPAD5,2.8366056524,3.6822636814,4.1736936635,6.423510193,7.7539220422,6.7865284052,6.4689270338,249600.604,275247.38028,615036.46716,561841.01267,507198.04455,590235.52579,918365,959741,993802,1028141,1038886,1066751
Alfa Holding,PNB,Bovespa,Ação,ativo,RPAD6,2.5989646033,2.6993063078,3.4091238924,8.8877159542,6.1189386487,4.569207455,6.69,249600.604,275247.38028,615036.46716,561841.01267,507198.04455,590235.52579,918365,959741,993802,1028141,1038886,1066751
Alfa Invest,ON,Bovespa,Ação,ativo,BRIV3,4.7191024765,5.4681517745,5.0990758111,8.5275972612,8.6441475654,7.104597204,9.1841725817,522176.63257,509051.13475,781743.65612,793205.09585,646636.85775,825135.60981,1405468,1443123,1488318,1542730,1580926,1678619
Alfa Invest,PN,Bovespa,Ação,ativo,BRIV4,3.5415293494,4.189323317,4.7012750361,6.8656466868,7.5272906114,6.4966363517,8.9913433471,522176.63257,509051.13475,781743.65612,793205.09585,646636.85775,825135.60981,1405468,1443123,1488318,1542730,1580926,1678619
Alianscsonae,ON,Bovespa,Ação,ativo,ALSO3,15.837363235,23.798916246,24.683657296,48.783110612,28.380601048,21.252374787,17.01,1937344.1158,1969442.1249,13325847.088,7727018.9453,5742241.6409,4520050.205,2585116,2766602,6443631,6544850,6746929,6805618
Aliperti,ON,Bovespa,Ação,ativo,APTI3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,244965,232154,236697,261523,232518,207408
Aliperti,PN,Bovespa,Ação,ativo,APTI4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,244965,232154,236697,261523,232518,207408
All Norte,ON,Bovespa,Ação,ativo,FRRN3B,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3227655,3514574,3779610,3802947,4170094,4588554
All Norte,PNA,Bovespa,Ação,ativo,FRRN5B,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3227655,3514574,3779610,3802947,4170094,4588554
All Norte,PNB,Bovespa,Ação,ativo,FRRN6B,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3227655,3514574,3779610,3802947,4170094,4588554
Alliar,ON,Bovespa,Ação,ativo,AALR3,14.447824862,14.595754809,13.126317332,18.011029915,11.1,14.97,21.6,1749235.5172,1571399.7496,2148090.3946000002,1312839.7905,1761918.2218,2544702.372,1219460,1256946,1282190,1190537,1175292,949696
Allied,ON,Bovespa,Ação,ativo,ALLD3,NA,NA,NA,NA,NA,15.38986312,5.97,NA,NA,NA,NA,1584757,556529.37,842531,913949,970123,1130587,1511717,1499921
Alpargatas,ON,Bovespa,Ação,ativo,ALPA3,6.6520979907,13.074675572,12.914552189,27.214497967,37.656247422,30.851678301,11.9,7981232.61,7721706.799,17519415.178,23136438.414,19529512.521,9089554.7441,2186390,2380813,2642931,2948735,3395645,5758103
Alpargatas,PN,Bovespa,Ação,ativo,ALPA4,7.4761003864,13.357582046,13.445170068,32.783464033,41.53709658,36.856846131,15.08,7981232.61,7721706.799,17519415.178,23136438.414,19529512.521,9089554.7441,2186390,2380813,2642931,2948735,3395645,5758103
Alper S.A.,ON,Bovespa,Ação,ativo,APER3,17.775104494,10.788562181,16.082058579,27.068583327,30.898718835,33.586513246,27,89995.64131,132627.978,322408.863,369886.75227,510982.1937,528165.9,257929,93143,175999,177727,296290,472419
Alphaville,ON,Bovespa,Ação,ativo,AVLL3,NA,NA,NA,NA,23.6,28,7.03,NA,NA,NA,528484.0512,627015.06,156128.59512,391391,-185438,232808,392517,13115,-395587
Alupar,ON,Bovespa,Ação,ativo,ALUP3,6.1931984859,6.253601249,6.0740531529,9.4056713072,7.5662029409,7.0611696808,8.3784849668,6273239.4903,6017737.7075,9189510.3345,7859907.6523,7097902.4013,8162699.7907,3883930,4328048,5002189,5750118,6551237,6958063
Alupar,PN,Bovespa,Ação,ativo,ALUP4,3.2741253857,4.0902146346,4.3673722283,6.8992572546,7.5218389495,7.0149636348,8.7306213018,6273239.4903,6017737.7075,9189510.3345,7859907.6523,7097902.4013,8162699.7907,3883930,4328048,5002189,5750118,6551237,6958063
Alupar,UNT N2,Bovespa,Ação,ativo,ALUP11,12.856430616,14.248791769,14.733425009,22.619526089,22.879091925,21.018090361,25.810612266,6273239.4903,6017737.7075,9189510.3345,7859907.6523,7097902.4013,8162699.7907,3883930,4328048,5002189,5750118,6551237,6958063
Amazonia,ON,Bovespa,Ação,ativo,BAZA3,16.800037423,15.2621406,14.944949622,26.451822419,30.989957563,32.424450701,46.327326433,741149.175,707649.23229,1185838.68,1251059.8074,1224081.9774,2800112.8343,1885309,1938608,2199206,2416797,2944953,4841380
Ambev S/A,ON,Bovespa,Ação,ativo,ABEV3,13.342365962,17.800434363,13.285297886,16.550780154,14.240406337,14.648190019,14.52,334313502.88,241790810.22,293678222.51,246251419.75,242690275.98,228569992.2,46008814,56340623,61278025,73815628,82643031,81955633
Ambipar,ON,Bovespa,Ação,ativo,AMBP3,NA,NA,NA,NA,26.102806001,41.809125866,20.9,NA,NA,NA,2983758.235,4763623.1018,2360353.7892,139989,170972,195165,1201778,1177228,1055280
Americanas,ON,Bovespa,Ação,ativo,AMER3,9.5712942289,19.696786975,40.373609204,61.105035346,73.747561544,30.802116037,9.65,9301335.4605,19214939.384,32890191.409,42330870.412,28393539.567,8706662.8218,3905963,3537115,5734432,9485706,15910976,NA
Ampla Energ,ON,Bovespa,Ação,ativo,CBEE3,31.273177776,24.690866367,24.786567399,19.15294034,19.774851062,22.913790762,13.49,4299157.2,4315820.6,3299353.2,3316016.6,3832582,3240432.9,3356968,3495551,3660976,3591235,3712963,5234890
Anima,ON,Bovespa,Ação,ativo,ANIM3,4.4694222407,9.322681205,5.6646748175,9.93,12,8.4,3.86,2257111.2706,1319748.318,2361929.9698,4767612.372,3305078.658,1457580.583,696441,665249,690435,2505518,2381112,2763347
Arezzo Co,ON,Bovespa,Ação,ativo,ARZZ3,21.501726243,49.40795157,51.121544099,61.206638159,65.765983724,74.92289603,78.25,4908832.7,4969220.06,5820736,6792568.86,7648671.87,8622060.5253,664960,711342,746071,1348597,1590580,2653792
Armac,ON,Bovespa,Ação,ativo,ARML3,NA,NA,NA,NA,NA,25.317463186,11.715543797,NA,NA,NA,NA,9055441.855,4057618.5818,NA,16632,23109,85060,1112697,1158521
Assai,ON,Bovespa,Ação,ativo,ASAI3,NA,NA,NA,NA,NA,12.831133395,19.47,NA,NA,NA,NA,17452895.04,26268242.55,3024000,4092000,7098000,1410000,2766000,3896000
Atmasa,ON,Bovespa,Ação,ativo,ATMP3,282,110.4,25.2,8.89,2.3,2.6,1.28,15152.44784,13155.68184,24855.05316,56735.7698,69441.1952,34186.43456,-431906,83433,-165543,167176,154553,-299926
Atompar,ON,Bovespa,Ação,ativo,ATOM3,2.2386375792,2.5520468402,1.8431449402,1.2461749191,2.402804335,2.3120355326,2.2288025691,71471.16,51618.06,34899.66,67291.56,62694,59036.4,-4066,3014,5127,14529,15816,23460
Aura 360,ON,Bovespa,Ação,ativo,AURA33,NA,NA,NA,NA,51.989626711,43.073846551,30,NA,NA,NA,4294067.322,3251007.81,2158409.25,675846,788486,788486,1625080,1519428,1618151
Auren,ON,Bovespa,Ação,ativo,AURE3,NA,NA,NA,NA,NA,NA,14.73,NA,NA,NA,NA,NA,14730000,NA,NA,NA,NA,4457403,15253078
Azevedo,ON,Bovespa,Ação,ativo,AZEV3,NA,NA,14.755111371,2.2034299648,4.2519247748,4.8713067598,1.45,28620,98460,28116,82632,246840,106847.60375,-78339,-211781,-246370,-240014,106971,97000
Azevedo,PN,Bovespa,Ação,ativo,AZEV4,2.6115439706,2.7139574596,2.4835271093,2.2787001312,2.228689751,4.289044586,1.35,28620,98460,28116,82632,246840,106847.60375,-78339,-211781,-246370,-240014,106971,97000
Azul,PN,Bovespa,Ação,ativo,AZUL4,NA,26.9,36,58.28,39.3,24.36,11.01,8975547.7465,12184196.472,19916949.945,13430613.123,8324929.6612,3826992.6433,2833610,3163700,-3519174,-14148750,-18333003,-19007500
B3,ON,Bovespa,Ação,ativo,B3SA3,4.356513771,6.140770416,7.4490359191,12.188454305,18.314781033,10.591617647,13.027423054,46452051.815,54805425.786,87196861.423,124944357.93,67351603.638,76043469.057,24299694,25032969,25388001,24509951,22407905,20271137
Bahema,ON,Bovespa,Ação,ativo,BAHI3,5.0713559728,10.783878031,23.796778003,18.846026353,17.285134908,14.842387729,12.993336059,73822.3903,162903.83,216476.27686,193905.42973,242827.71975,310670.412,58360,52569,121702,182229,139455,70790
Banco BMG,PN,Bovespa,Ação,ativo,BMGB4,NA,NA,NA,7.4120557301,4.8627323701,2.6811822162,2.1784313725,NA,NA,5907830.6275,3662505.0531,1819525.6685,1282665.7338,2571901,2640291,4028280,4128226,3862851,3939448
Banco Pan,PN,Bovespa,Ação,ativo,BPAN4,1.110156339,1.6092963983,1.7336296344,9.5595338608,8.9199288618,10.218382254,6.07,1737305.1048,2226521.9359,12103144.882,11484184.833,13951633.716,7526961.6016,3555824,4095919,4926168,5317468,5798633,7706046
Banco Pan,PN Resg,Bovespa,Ação,ativo,BPAN12,NA,NA,NA,NA,NA,NA,0.09,1737305.1048,2226521.9359,12103144.882,11484184.833,13951633.716,7526961.6016,3555824,4095919,4926168,5317468,5798633,7706046
Banese,ON,Bovespa,Ação,ativo,BGIP3,12.827753697,30.644000288,30.642837523,NA,37.25977571,31.667694032,24.156917736,569293.17705,553702.38525,714577.9575,538646.5716,459928.3581,332832.83475,387562,433340,433857,487808,561322,595556
Banese,PN,Bovespa,Ação,ativo,BGIP4,9.5972927618,27.55788916,28.447720332,31.513113944,22.717347259,21.480297836,15.739475102,569293.17705,553702.38525,714577.9575,538646.5716,459928.3581,332832.83475,387562,433340,433857,487808,561322,595556
Banestes,ON,Bovespa,Ação,ativo,BEES3,1.7395400749,2.5289326991,3.0909892218,4.996119218,4.5036229114,4.2793206211,5.4415088769,1154890.2292,1308563.4197,2023487.4077,1767778.5482,1603439.715,1820542.1377,1393438,1492013,1608362,1713900,1889666,2035292
Banestes,PN,Bovespa,Ação,ativo,BEES4,1.7961484855,2.738811038,3.2334096145,5.4559322226999996,5.0591013843,5.1180360293,6.4194244922,1154890.2292,1308563.4197,2023487.4077,1767778.5482,1603439.715,1820542.1377,1393438,1492013,1608362,1713900,1889666,2035292
Banpara,ON,Bovespa,Ação,ativo,BPAR3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1024904,1217292,1365474,1484578,1638698,NA
Banrisul,ON,Bovespa,Ação,ativo,BRSR3,7.5558414567,18.185411028,16.398405126,18.609225314,13.137221257,10.651894626,10.361144054,8476821.9,8913715.6582,9135618.1949,6176015.5664,4409678.1088,4185058.0831,7035025,7278903,7792367,8344062,9046217,9413893
Banrisul,PNA,Bovespa,Ação,ativo,BRSR5,7.7687591352,15.739898644,19.048214221,20.896959772,17.129780453,15.530115388,17.164010641,8476821.9,8913715.6582,9135618.1949,6176015.5664,4409678.1088,4185058.0831,7035025,7278903,7792367,8344062,9046217,9413893
Banrisul,PNB,Bovespa,Ação,ativo,BRSR6,6.4882948686,9.8068557896,16.466252489,16.972301645,11.860908509,8.5342401259,9.3481029491,8476821.9,8913715.6582,9135618.1949,6176015.5664,4409678.1088,4185058.0831,7035025,7278903,7792367,8344062,9046217,9413893
Bardella,ON,Bovespa,Ação,ativo,BDLL3,NA,NA,NA,NA,NA,12,12,47632,28000,12912,17360,18703.596,15228.768,211966,106730,-97690,-163145,-176405,-110715
Bardella,PN,Bovespa,Ação,ativo,BDLL4,36.5,29.77,17.5,8.07,10.85,11.5,8,47632,28000,12912,17360,18703.596,15228.768,211966,106730,-97690,-163145,-176405,-110715
Baumer,ON,Bovespa,Ação,ativo,BALM3,NA,NA,10.236260703,10.839502586,19.816351258,15.1985186,11.4941176,86240,122178.793,104202.885,178162.9692,139809.788,105666.076,88569,94034,100523,113079,130222,133538
Baumer,PN,Bovespa,Ação,ativo,BALM4,7.1867536093,7.9331903166,12.780978335,9.0636564786,14.821647734,12.593514344,9.8935855276,86240,122178.793,104202.885,178162.9692,139809.788,105666.076,88569,94034,100523,113079,130222,133538
Bbmlogistica,ON,Bovespa,Ação,ativo,BBML3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,68231,99482,120745,127531,136698,68455
BBSeguridade,ON,Bovespa,Ação,ativo,BBSE3,17.008391634,18.177514816,19.710489007,28.306610249,25.067678917,18.290621311,31.986234386,56883033.858,55086113.52,75271863.996,59160285.598,41431245.477,67309648.057,8898470,6830385,5248754,6389605,7281416,7596101
Bemobi Tech,ON,Bovespa,Ação,ativo,BMOB3,NA,NA,NA,NA,NA,14.76217734,14.05038571,NA,NA,NA,NA,1349452.5052,1241483.9695,NA,169117,352300,154628,1029723,1058526
Betapart,ON,Bovespa,Ação,ativo,BETP3B,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1094,1016,904,785,677,614
Bic Monark,ON,Bovespa,Ação,ativo,BMKS3,206.01754859,274.14459053,237.49547817,238.56739082000001,225.91236212,220.9947721,316,156843.275,128466.875,125056.25,114569.715,108407.8525,143701,182499,184474,190312,190456,191969,203449
Biomm,ON,Bovespa,Ação,ativo,BIOM3,6.1535373588,9.1228894782,8.0886760636,12.345916036,16.145071038,12.928008764,6.79,335435.5,390384.77338,753423.8512,1097680.4449,954331.35666,551944.32496,59301,106089,153557,191479,111586,159109
Blau,ON,Bovespa,Ação,ativo,BLAU3,NA,NA,NA,NA,NA,34.970214386,26.056343519,NA,NA,NA,NA,6529939.3796,4680505.0505,138336,223334,265756,221343,1636289,1822156
Boa Safra,ON,Bovespa,Ação,ativo,SOJA3,NA,NA,NA,NA,NA,15.709552633,10.4,NA,NA,NA,NA,1857845.5704,1218259.3904,5627,14341,41005,108827,652838,821759
Boa Vista,ON,Bovespa,Ação,ativo,BOAS3,NA,NA,NA,NA,12.039565162,5.7817793271,7.26,NA,NA,NA,6073718.629,3188642.238,3851850.5936,345193,381800,350944,1797950,2045267,2199224
Bombril,ON,Bovespa,Ação,ativo,BOBR3,NA,NA,NA,NA,NA,NA,NA,267081.1,141650.3,531438.36,578329.98,437655.12,320426.07,-146628,-241389,-285117,-245161,-178255,-155672
Bombril,PN,Bovespa,Ação,ativo,BOBR4,2.03,4.94,2.62,2.04,2.22,1.68,1.23,267081.1,141650.3,531438.36,578329.98,437655.12,320426.07,-146628,-241389,-285117,-245161,-178255,-155672
BR Partners,UNT N2,Bovespa,Ação,ativo,BRBI11,NA,NA,NA,NA,NA,12.941016308,11.628492462,NA,NA,NA,NA,1517429.8333,1258894.0467,NA,281362,307308,293745,767206,804217
BR Propert,ON,Bovespa,Ação,ativo,BRPR3,15.156130005,21.473106989,16.920520225,29.879162543,20.630366932,15.572488574,19.86752945,4305709.4,3308101.4,7065704.24,4779838.8,3392234.74,2969230.18,5876090,5870366,7204073,7279603,7101699,4416023
Bradesco,ON,Bovespa,Ação,ativo,BBDC3,11.497859119,14.442163017,17.356205887,22.163598115,17.789619206,13.718090077,12.864501617,200521275.04,242605819.25,282075111.29,226778470.78,171479631.44,152273967.09,110457476,121120869,133723221,143702640,147121011,154263000
Bradesco,PN,Bovespa,Ação,ativo,BBDC4,11.487925883,15.331479102,19.913573663,23.671139164,20.069434943,16.32546137,14.481637573,200521275.04,242605819.25,282075111.29,226778470.78,171479631.44,152273967.09,110457476,121120869,133723221,143702640,147121011,154263000
Bradespar,ON,Bovespa,Ação,ativo,BRAP3,3.0166014969,6.295703163,7.7389268952,9.9191520057000009,16.737386469,19.318156886,25.57,9508074.19,10520208.766,12967223.91,21382799.77,9380546.13,11110184.34,8806008,9959844,9560855,11254811,7502810,7477001
Bradespar,PN,Bovespa,Ação,ativo,BRAP4,3.6663242261,7.5117177246,8.5913146521,11.01935527,19.122478501,22.131786899,29.72,9508074.19,10520208.766,12967223.91,21382799.77,9380546.13,11110184.34,8806008,9959844,9560855,11254811,7502810,7477001
Brasil,ON,Bovespa,Ação,ativo,BBAS3,19.172725798,22.402573936,34.142277036,40.848526036,31.215154159,25.006880609,33.735744263,88617221.77,129499323.35,150587593.69,110705777.37,82321812.778,99106787.275,98723402,102252882,106661238,124567652,141995018,160278681
Brasilagro,ON,Bovespa,Ação,ativo,AGRO3,7.2675438393,8.3846631931,11.04249884,14.187207634,19.258989914,24.392547802,29.96,673603.14336,839851.84248,1026136.7982,1472980.35,2855735.4056,2960222.6368,693770,882814,942966,1147756,2451476,2051176
Braskem,ON,Bovespa,Ação,ativo,BRKM3,23.148933508,34.520448123,37.627811289,26.78484557,21.417685646,54.528264561,25.27,34410050.659,36869400.977,24520763.284,19504087.093,45481533.029,19608736.593,6517851,6787645,4885298,-2202306,7865819,7321799
Braskem,PNA,Bovespa,Ação,ativo,BRKM5,26.412630745,34.004960418,39.201710731,25.393271887,20.050901788,55.398023207,23.76,34410050.659,36869400.977,24520763.284,19504087.093,45481533.029,19608736.593,6517851,6787645,4885298,-2202306,7865819,7321799
Braskem,PNB,Bovespa,Ação,ativo,BRKM6,42.546850225,NA,NA,23.572212607,17.757733497,33.39396786,25.5,34410050.659,36869400.977,24520763.284,19504087.093,45481533.029,19608736.593,6517851,6787645,4885298,-2202306,7865819,7321799
BRB Banco,ON,Bovespa,Ação,ativo,BSLI3,NA,NA,2.4586191061,4.1465344573,13.045927955,23.792649268,17.9987208,NA,1209190.6737,1887808,5663424,8423689.6794,6235559,1270882,1365094,1737325,1977936,2601551,2227812
BRB Banco,PN,Bovespa,Ação,ativo,BSLI4,1.1223104552,NA,NA,NA,NA,17.190286256,14.388733985,NA,1209190.6737,1887808,5663424,8423689.6794,6235559,1270882,1365094,1737325,1977936,2601551,2227812
BRF SA,ON,Bovespa,Ação,ativo,BRFS3,48.25,36.6,21.93,35.2,22.04,22.52,8.28,29687707.347,17794353.362,28573944.96,17801865.851,18183091.464,8926807.5097,11200211,6964627,7895623,8585784,8462532,11270008
Brisanet,ON,Bovespa,Ação,ativo,BRIT3,NA,NA,NA,NA,NA,4.8944426064,2.6894934735,NA,NA,NA,NA,2232001.7325,1216883.6207,NA,61352,107725,127191,1342092,1378623
Brq,ON,Bovespa,Ação,ativo,BRQB3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,71057,89686,105820,102858,117074,175085
Btgp Banco,ON,Bovespa,Ação,ativo,BPAC3,NA,1.7821580692,1.9242794989,9.6095694953,11.058201883,12.548297846,12.867430903,19916268.628,21130685.302,90296461.743,105092856.16,117620172.55,120658235.91,18527813,18844934,21386635,26680655,37379747,42371767
Btgp Banco,PNA,Bovespa,Ação,ativo,BPAC5,NA,1.2709452771,1.6204153212,5.2304326641,5.3295495374,4.9302483974,5.5458343928,19916268.628,21130685.302,90296461.743,105092856.16,117620172.55,120658235.91,18527813,18844934,21386635,26680655,37379747,42371767
Btgp Banco,UNT,Bovespa,Ação,ativo,BPAC11,NA,3.987157337,5.3031589418,17.784051728,22.287845457,20.237656497,23.778543826,19916268.628,21130685.302,90296461.743,105092856.16,117620172.55,120658235.91,18527813,18844934,21386635,26680655,37379747,42371767
Cabinda Part,ON,Bovespa,Ação,ativo,CABI3B,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38,80,75,51,24,34
Caixa Seguri,ON,Bovespa,Ação,ativo,CXSE3,NA,NA,NA,NA,NA,7.7501506768,8.35,NA,NA,NA,NA,25080000,25050000,4107431,4518428,4918993,9085407,10558769,10889112
Cambuci,ON,Bovespa,Ação,ativo,CAMB3,NA,NA,NA,6.5290935167,5.4043737576,4.6990410273,6.4206574226,33153,107554.5,287563.548,238707.4536,208416.1444,272800.9245,6965,24347,74288,97343,125424,171668
Camil,ON,Bovespa,Ação,ativo,CAML3,NA,6.5857158423,6.070036138,7.9565941816,10.292291022,10.845578484,8.2027267497,3210706.1891,2849823.6503,3333700,4075336.368,4119713.63,2898111.78,1821009,2091189,2123202,2761269,2872439,3008162
Carrefour BR,ON,Bovespa,Ação,ativo,CRFB3,NA,13.528470675,16.422139161,21.464716221,18.056603421,14.870879853,14.698653319,30209623.866,35880392.823,46341708.237,38493009.58,30276428.138,31092172.691,12145000,13033000,13504000,15709000,17079000,20270000
Casan,ON,Bovespa,Ação,ativo,CASN3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1306667,1246082,1257038,1324157,1671985,1860911
Casan,PN,Bovespa,Ação,ativo,CASN4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1306667,1246082,1257038,1324157,1671985,1860911
Cba,ON,Bovespa,Ação,ativo,CBAV3,NA,NA,NA,NA,NA,13.336450672,11.55,NA,NA,NA,NA,8145041.6621,6881874.9961,NA,NA,4942433,3563399,4500799,4422021
CCR SA,ON,Bovespa,Ação,ativo,CCRO3,12.77819509,13.38748657,9.7947755455,17.466421198,12.875793554,11.225858689,10.789439431,32623000,22624000,38339600,27209400,23411800,21856378.36,8159684,8231494,8138788,7741163,8264762,11464563
Cea Modas,ON,Bovespa,Ação,ativo,CEAB3,NA,NA,NA,17.686522621,12.89,6.15,2.29,NA,NA,5451783.368,3973278.9265,1894387.9932,701370.13472,1006512,1115037,2739568,2654798,2995006,3000195
Ceb,ON,Bovespa,Ação,ativo,CEBR3,2.601545354,NA,NA,4.9412445701,11.637479534,12.676637457,10.19,365727.2331,511781.5965,793210.10841,1965741.198,1132611.0458,738777.69275,632979,587113,783986,678769,829002,977096
Ceb,PNA,Bovespa,Ação,ativo,CEBR5,2.1146913768,2.0490922113,2.8174239108,5.6885767943,14.122920046,12.566662644,11.2,365727.2331,511781.5965,793210.10841,1965741.198,1132611.0458,738777.69275,632979,587113,783986,678769,829002,977096
