nome,classe,bolsa_fonte,tipo_de_ativo,ativo_cancelado,codigo,fechamento_31dez16,fechamento_31dez17,fechamento_31dez18,fechamento_31dez19,fechamento_31dez20,fechamento_31dez21,fechamento_31dez22,valor_mercado_da_empresa_31dez17,valor_mercado_da_empresa_31dez18,valor_mercado_da_empresa_31dez19,valor_mercado_da_empresa_31dez20,valor_mercado_da_empresa_31dez21,valor_mercado_da_empresa_31dez22,patrim_liq_dez_2017,patrim_liq_dez_2018,patrim_liq_dez_2019,patrim_liq_dez_2020,patrim_liq_dez_2021,patrim_liq_dez_2022
Fer Heringer,ON,Bovespa,Ação,ativo,FHER3,2.05,2.55,4.5,3.61,2.96,18.37,17.27,137336.0742,242357.778,194424.79524,159417.56064,989358.30708,930115.29468,163603,-621836,31385,-148119,519091,368520
Ferbasa,ON,Bovespa,Ação,ativo,FESA3,8.648601092,15.119866697,20.419221687,29.176944735,28.220027396,52.144060555,60,1678480.7983,1854005.515,2092405.226,1984459.8321,4394912.894,4742102.549,1517060,1743321,1832107,1765575,2369219,3039676
Ferbasa,PN,Bovespa,Ação,ativo,FESA4,5.304322759,15.041979683,16.113458899,16.834531536,16.874896569,43.882026445,53.47,1678480.7983,1854005.515,2092405.226,1984459.8321,4394912.894,4742102.549,1517060,1743321,1832107,1765575,2369219,3039676
Fleury,ON,Bovespa,Ação,ativo,FLRY3,14.065488163,23.77294366,16.431137046,26.656378588,24.179061725,16.747245947,15.45,9336394.0051,6252723.8828,9670208.3638,8569828.1031,5702268.0464,5660941.3829,1706528,1749961,1758976,1750850,1845283,2681536
Flex S/A,ON,Bovespa,Ação,ativo,FLEX3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,75357,71626,52602,28971,-15818,NA
Fras-Le,ON,Bovespa,Ação,ativo,FRAS3,3.3788528733,4.4581307429,4.0204332633,5.2899650325,9.5645148271,13.461527874,9.61,1150073.76,987003.6,1223026.2,2171407.92,2988904.38,2566023.76,780895,807127,764159,943829,1095569,1763901
G2d Invest,A,Bovespa,Ação,ativo,G2DI33,NA,NA,NA,NA,NA,5.87,2.57,NA,NA,NA,NA,617992.72537,295694.91716,NA,51571,169362,378359,1161511,891318
Gafisa,ON,Bovespa,Ação,ativo,GFSA3,111.143006,145.26128738,119.98610736,68.492510588,38.032014606,17.573413645,9.9,554506.92,672366.5,1014554.73,1306452.9,677669.49,375399.35604,755557,491317,893708,1562377,1815251,1772108
Gama Part,ON,Bovespa,Ação,ativo,OPGM3B,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3298,1331,1253,1151,1063,1046
Generalshopp,ON,Bovespa,Ação,ativo,GSHP3,0.20061608302,0.28709720152,0.33084055797,100.8,57,35.1,22.52,385494.37079,444229.94042,189034.0172,106894.266,65824.3638,42232.61176,1224686,38683,4371,-468571,-725041,-811813
Ger Paranap,ON,Bovespa,Ação,ativo,GEPA3,21.102800107,25.73690841,23.513211884,37.869044182,35.370733517,29.100066704,23.957955622,3707753.87,3424768.25,4470772.82,4073839,3091106.5,2480439.45,1693669,1635421,1550797,1911744,1907664,1871612
Ger Paranap,PN,Bovespa,Ação,ativo,GEPA4,22.535999387,27.531473113,28.132771173,38.593906347,37.100845164,30.337069748,25.919723216,3707753.87,3424768.25,4470772.82,4073839,3091106.5,2480439.45,1693669,1635421,1550797,1911744,1907664,1871612
Gerdau,ON,Bovespa,Ação,ativo,GGBR3,5.163503047,6.8108019057,8.2843262528,11.857121524,14.291417776,18.226911679,23.145787855,20011024.068,23661566.776,32325937.899,39208449.142,43759114.585,46079187.653,23645201,25730604,26955701,30860271,42604282,46116194
Gerdau,PN,Bovespa,Ação,ativo,GGBR4,7.4959176171,8.6327175517,10.583622949,14.570555067,18.065678651,22.640660605,27.764615791,20011024.068,23661566.776,32325937.899,39208449.142,43759114.585,46079187.653,23645201,25730604,26955701,30860271,42604282,46116194
Gerdau Met,ON,Bovespa,Ação,ativo,GOAU3,2.849965695,3.3728038583,5.0341948696,6.0351722589,7.0066827017,9.3893432746,11.96318584,5419212.5499,6942937.7823,9801520.7805,11653433.239,12027775.944,13065594.197,8486880,9345174,10014134,11698670,14742004,16456648
Gerdau Met,PN,Bovespa,Ação,ativo,GOAU4,3.2572056284,3.9453072116,4.8548526219,6.6395114579,8.1988826703,10.14102023,12.862454394,5419212.5499,6942937.7823,9801520.7805,11653433.239,12027775.944,13065594.197,8486880,9345174,10014134,11698670,14742004,16456648
Getninjas,ON,Bovespa,Ação,ativo,NINJ3,NA,NA,NA,NA,NA,5.42,2.77,NA,NA,NA,NA,272217.40246,139122.17801,NA,-1280,-4281,-5171,286746,278757
Gol,ON,Bovespa,Ação,ativo,GOLL3,NA,NA,NA,NA,NA,NA,NA,5076696.4948,8755060.6698,13081865.369,8865807.6717,6740824.273,3071698.3307,-3480959,-4985412,-7676671,-14407092,-21053678,-21358815
Gol,PN,Bovespa,Ação,ativo,GOLL4,4.62,14.6,25.1,36.8,24.94,17.03,7.34,5076696.4948,8755060.6698,13081865.369,8865807.6717,6740824.273,3071698.3307,-3480959,-4985412,-7676671,-14407092,-21053678,-21358815
GP Invest,A,Bovespa,Ação,ativo,GPIV33,6.96,5.77,4.62,6.6,4.35,5.87,2.72,633233.3814,506210.08284,718794.8328,457928.937,464959.99393,210076.61872,1249673,1128462,1469444,1411226,1905841,1257268
Gps,ON,Bovespa,Ação,ativo,GGPS3,NA,NA,NA,NA,NA,15.534947824,11.658552526,NA,NA,NA,NA,10593078.837,7976232.2249,NA,598996,876888,738708,2195112,2590384
Grazziotin,ON,Bovespa,Ação,ativo,CGRA3,12.071281558,19.264345217,17.675294215,24.49486516,30.401263253,35.259460188,28.25,538666.69333,465250.02953,587941.7707,687274.45529,737148.94966,529109.77675,478289.901,497946.103,586027.062,632411.443,747610,832361
Grazziotin,PN,Bovespa,Ação,ativo,CGRA4,11.818223344,20.408750645,18.505236595,24.258000614,30.340185656,33.691296838,26.7,538666.69333,465250.02953,587941.7707,687274.45529,737148.94966,529109.77675,478289.901,497946.103,586027.062,632411.443,747610,832361
Grendene,ON,Bovespa,Ação,ativo,GRND3,4.3928246875,7.4738406884,6.7452336275,10.492330144,7.330627936,8.341727487,6.03,8555256.4,7382091,11073981.2,7554595.14,7801902.1,5437202.76,3217609,3465042,3682436,4230168,4094330,4364132
Grupo Mateus,ON,Bovespa,Ação,ativo,GMAT3,NA,NA,NA,NA,8.36,6.03,6.32,NA,NA,NA,18470133.22,13322356.856,13963067.219,1208796,1541141,1888998,5644256,6403187,7455606
Grupo Natura,ON,Bovespa,Ação,ativo,NTCO3,11.068830331,16.070431798,22.087833736,38.428389611,52.176046721,25.273083202,11.61,14229288.48,19382715,33475033.53,72179152.5,34958239.55,15943920.12,1634746,2574102,3362345,27364327,28545570,22332734
Grupo Sbf,ON,Bovespa,Ação,ativo,SBFG3,NA,NA,NA,35.008184428,29.574850518,22.40006343,12.78,NA,NA,7392746.5894,7188965.8368,5469885.4752,3113158.6436,40008,191464,1169800,1950304,2223990,2408597
Grupo Soma,ON,Bovespa,Ação,ativo,SOMA3,NA,NA,NA,NA,13.289430782,12.63438789,10.14,NA,NA,NA,6335359.7575,9989834.0583,7957338.3622,311922,357191,320851,1559134,7146154,7404929
Guararapes,ON,Bovespa,Ação,ativo,GUAR3,6.4937514646,16.217795922,18.151637102,21.810874176,14.055647026,9.6963595295,6.52,9011442.96,10070424,11842471.68,7443072,4917094.784,3254767.3088,4025042,4929147,5224591,5027343,5266785,5263088
Habitasul,ON,Bovespa,Ação,ativo,HBTS3,NA,NA,NA,NA,NA,NA,NA,73982.8647,78823.71881,114171.0875,228342.175,456684.35,264876.923,350309,280104,232906,294008,454746,482453
Habitasul,PNA,Bovespa,Ação,ativo,HBTS5,6.0705764854,7.0714680488,7.5685308331,11.0592751,22.239183827,44.767010438,26.689464633,73982.8647,78823.71881,114171.0875,228342.175,456684.35,264876.923,350309,280104,232906,294008,454746,482453
Habitasul,PNB,Bovespa,Ação,ativo,HBTS6,NA,NA,NA,NA,NA,NA,NA,73982.8647,78823.71881,114171.0875,228342.175,456684.35,264876.923,350309,280104,232906,294008,454746,482453
Haga S/A,ON,Bovespa,Ação,ativo,HAGA3,NA,5,2.85,4.77,3.3,6.94,3.56,37286.6676,23998.33375,37881.66746,29432.66708,42919.335,23244.66747,-82977.953,-76841.856,-75506.51,-69928.548,-61906.417,-56360.572
Haga S/A,PN,Bovespa,Ação,ativo,HAGA4,2.99,2.2,1.6,2.39,2.06,1.94,1.15,37286.6676,23998.33375,37881.66746,29432.66708,42919.335,23244.66747,-82977.953,-76841.856,-75506.51,-69928.548,-61906.417,-56360.572
Hapvida,ON,Bovespa,Ação,ativo,HAPV3,NA,NA,6.1301052422,12.661235188,15.192388395,10.38,5.08,NA,20965107.478,47476770.255,56689789.835,40153875.433,36057925.664,471879,3602544,7259603,7829212,10572141,48749437
Hbr Realty,ON,Bovespa,Ação,ativo,HBRE3,NA,NA,NA,NA,NA,8.8,4.51,NA,NA,NA,NA,908063.0328,465382.30431,717584,918155,1112095,1101941,1893431,1928590
Helbor,ON,Bovespa,Ação,ativo,HBOR3,6.9613718208,9.2371241707,7.1163558662,21.443323968,11.527553939,4.4362646582,2.04,886166.96,682710.26,3018779.4,1622847.62,621007.92,270695.76,1365205,823338,1250702,1264327,1333222,1372150
Hercules,ON,Bovespa,Ação,ativo,HETA3,NA,NA,NA,NA,NA,NA,NA,4447.19128,3478.19318,4600.19098,4003.49215,4054.49205,2131.79582,-387752,-386408,-382972,-555021,-554578,-350918
Hercules,PN,Bovespa,Ação,ativo,HETA4,4.18,8.72,6.82,9.02,7.85,7.95,4.18,4447.19128,3478.19318,4600.19098,4003.49215,4054.49205,2131.79582,-387752,-386408,-382972,-555021,-554578,-350918
Hidrovias,ON,Bovespa,Ação,ativo,HBSA3,NA,NA,NA,NA,6.9,3.45,2.26,NA,NA,NA,5246642.7,2623321.35,1718465.58,1319431,1614394,1543571,1525827,1247654,1330805
Hmobi S/A,ON,Bovespa,Ação,ativo,HMOB3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,169.341,1909987,2210290
Hoteis Othon,ON,Bovespa,Ação,ativo,HOOT3,NA,NA,NA,NA,NA,NA,NA,49420.68,35090.52,43174.2,51809.04,51441.6,21862.68,-117904,-226262,-362893,-451016,-481518,-281060
Hoteis Othon,PN,Bovespa,Ação,ativo,HOOT4,3.31,2.69,1.91,2.35,2.82,2.8,1.19,49420.68,35090.52,43174.2,51809.04,51441.6,21862.68,-117904,-226262,-362893,-451016,-481518,-281060
Hypera,ON,Bovespa,Ação,ativo,HYPE3,19.874157891,29.324291501,26.058218406,31.902310005,31.738638693,27.228702877,44.857625289,22165171.046,19087807.984,22522999.046,21694338.635,17830499.095,28561765.734,7737759,8267673,8710100,9240715,9826591,10645760
IGB S/A,ON,Bovespa,Ação,ativo,IGBR3,13.7,11.5,16.8,32.5,100,25.5,34,14380.71205,21008.34456,40641.14275,125049.67,31887.66585,42516.864,-767123,-839236,-903745,-988560,-1042721,NA
Igua SA,ON,Bovespa,Ação,ativo,IGSN3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,449591,637663,827747,804047,2881948,3144836
Iguatemi SA,ON,Bovespa,Ação,ativo,IGTI3,NA,1.8480581574,2.1340139053,3.5983228355,2.5143149405,2.6217762158,2.5926511545,1844428.64,2002990.31,3322204.2,2310601.81,3144270.1232,3297334.5936,1430727,1446318,1537454,1616700,3429378,4093329
Iguatemi SA,PN,Bovespa,Ação,ativo,IGTI4,NA,NA,NA,NA,NA,NA,7.7028499038,1844428.64,2002990.31,3322204.2,2310601.81,3144270.1232,3297334.5936,1430727,1446318,1537454,1616700,3429378,4093329
Iguatemi SA,UNT,Bovespa,Ação,ativo,IGTI11,NA,NA,NA,NA,NA,17.435839034,18.145811103,1844428.64,2002990.31,3322204.2,2310601.81,3144270.1232,3297334.5936,1430727,1446318,1537454,1616700,3429378,4093329
Ihpardini,ON,Bovespa,Ação,ativo,PARD3,NA,30.277545433,17.258907146,25.673305906,21.599540072,18.697282696,21.05,4370022.6,2434160.3,3543200.18,2887905.6,2448012,2669982,536330,605621,695227,733380,871671,982618
Imc S/A,ON,Bovespa,Ação,ativo,MEAL3,4.387005382,7.8992116945,6.4489678607,8.4,4.21,2.43,2.8,1412834.104,1120035.66,1588688.052,1201718.9453,693626.5629,799240.484,996302,1015218,1145106,1181400,1126686,1130789
Ind Cataguas,ON,Bovespa,Ação,ativo,CATA3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,135566,131555,138554,131810,148322,167742
Ind Cataguas,PN,Bovespa,Ação,ativo,CATA4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,135566,131555,138554,131810,148322,167742
Inepar,ON,Bovespa,Ação,ativo,INEP3,0.1955,0.145,0.2775,0.3895,0.555,1.52,1.21,18222.35,40234.55,62331.07,89201.77,252093.92,208235.57,-1283850,-1587478,-2015998,-2574120,-1260671,-1620653
Inepar,PN,Bovespa,Ação,ativo,INEP4,0.149,0.1425,0.2575,0.3935,0.5255,1.5,1,18222.35,40234.55,62331.07,89201.77,252093.92,208235.57,-1283850,-1587478,-2015998,-2574120,-1260671,-1620653
Infracomm,ON,Bovespa,Ação,ativo,IFCM3,NA,NA,NA,NA,NA,16.40432638,3.71,NA,NA,NA,NA,4869489.45,1356115.3131,NA,29910,40559,59032,1286049,1443344
Intelbras,ON,Bovespa,Ação,ativo,INTB3,NA,NA,NA,NA,NA,27.217113564,30.206238346,NA,NA,NA,NA,9163282.7467,9975758.2995,520512,625608,724859,976230,1900426,2231037
Inter SA,ON,Bovespa,Ação,ativo,INNT3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20725.427,24500,51749,47937,77468,138387
Invepar,ON,Bovespa,Ação,ativo,IVPR3B,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2653570,2329613,776829,-562631,-1113260,-1268927
Invepar,PN,Bovespa,Ação,ativo,IVPR4B,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2653570,2329613,776829,-562631,-1113260,-1268927
Invest Bemge,ON,Bovespa,Ação,ativo,FIGE3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,209584,220026,227717,231086,NA,148304
Invest Bemge,PN,Bovespa,Ação,ativo,FIGE4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,209584,220026,227717,231086,NA,148304
Iochp-Maxion,ON,Bovespa,Ação,ativo,MYPK3,8.8665967966,17.880127639,19.352737947,19.16076097,13.272984214,14.026619275,11.461914165,3211835,3556047.31,3562293.7,2361735,2338879.5,1793394.9,2387853,2921950,3228478,3462285,4041744,3919807
Irani,ON,Bovespa,Ação,ativo,RANI3,1.88898735,1.5934311773,2.3621215945,3.2306653366,4.4237639105,5.9631002857,7.6160472212,326521.66,484291.9,660513.4,1370914.16,1735722.6,1971211.55,340713,309160,336485,786154,957438,1125085
Irbbrasil Re,ON,Bovespa,Ação,ativo,IRBR3,NA,285.17425195,734.45458241,1061.6144823,245.4,120.6,25.8,10563762.634,25907269.367,36272039.529,10268243.831,5046251.8586,2111546.4175,3581183,4000780,3945150,4256130,3634360,4073511
Itausa,ON,Bovespa,Ação,ativo,ITSA3,4.333738166,5.989452803,9.0055019068,10.319806129,9.5321323864,7.8288986841,8.7900408169,80017631.4,105126836.64,118392789.83,100421661.13,79911699.18,83859228.29,53229000,55143000,55232000,57343000,65886000,72797000
Itausa,PN,Bovespa,Ação,ativo,ITSA4,4.366989328,6.0136738873,8.0429913807,10.283084781,9.0261037286,7.4987387148,8.4013586341,80017631.4,105126836.64,118392789.83,100421661.13,79911699.18,83859228.29,53229000,55143000,55232000,57343000,65886000,72797000
ItauUnibanco,ON,Bovespa,Ação,ativo,ITUB3,11.419160519,14.971650145,19.296629361,22.482446037,20.516681205,17.926067765,21.529959352,259002948.92,317910007.19,336277119.87,290294405.06,195493661.04,229428382.82,126923600,131756574,131987401,136593000,144554000,160925000
ItauUnibanco,PN,Bovespa,Ação,ativo,ITUB4,13.642520233,17.813186782,23.782672134,26.857247627,23.860165433,19.848295523,24.647673837,259002948.92,317910007.19,336277119.87,290294405.06,195493661.04,229428382.82,126923600,131756574,131987401,136593000,144554000,160925000
Jallesmachad,ON,Bovespa,Ação,ativo,JALL3,NA,NA,NA,NA,NA,10.177661655,7.64,NA,NA,NA,NA,3076637.63,2239069.2472,NA,NA,NA,555769,1328174,2125261
JBS,ON,Bovespa,Ação,ativo,JBSS3,9.4215265595,8.1335891022,9.661054353,21.508500345,20.180544908,35.467743532,21.99,26581915.37,30865422.265,68758050.808,61765024.954,87049860.662,48776378.976,24287612,25646996,29636966,40119322,44119292,46344166
JHSF Part,ON,Bovespa,Ação,ativo,JHSF3,1.1310827232,1.4038260749,1.5401977508,6.0558118566,6.7553318305,5.1335029429,4.8045493725,919673.902,1010430.6489,4549367.6645,5348371.1062,3801671.6607,3395591.6134,2121482,2227839,3014129,3748746,4464564,4893108
Joao Fortes,ON,Bovespa,Ação,ativo,JFEN3,85.374177195,33.5,17,13.25,NA,4.8,3.5,360809.20668,357101.371,278790.10975,NA,100995.6624,73642.6705,515832,336159,-179848,-348505,-558856,-682145
Josapar,ON,Bovespa,Ação,ativo,JOPA3,NA,21.837715848,NA,25.060909851,32.835921119,27.717427304,22.5,264563.1,NA,285190,369984.86,305573.8,240046.9,471434,488832,498847,521619,543615,565437
Josapar,PN,Bovespa,Ação,ativo,JOPA4,17.152793553,22.551023391,NA,21.886898627,30.856865774,34.115606603,37.4,264563.1,NA,285190,369984.86,305573.8,240046.9,471434,488832,498847,521619,543615,565437
JSL,ON,Bovespa,Ação,ativo,JSLG3,NA,NA,NA,NA,9.6598323185,6.9617808846,5.51,NA,NA,NA,3011074.4613,2144000.6578,1567743.8031,686788,753145,1347045,1063318,1323387,1413711
Kallas,ON,Bovespa,Ação,ativo,KLAS3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,208131,216924,643630,706941,738212
Karsten,ON,Bovespa,Ação,ativo,CTKA3,10,NA,NA,10.8,26,30.97,21.46,17311.95,21097,74000.7,144728.27,148318.99,95031.88,-208188,-260167,-272598,-191439,-133954,-155100
Karsten,PN,Bovespa,Ação,ativo,CTKA4,1.76,2.79,3.4,12.9,21.01,17.79,10,17311.95,21097,74000.7,144728.27,148318.99,95031.88,-208188,-260167,-272598,-191439,-133954,-155100
Kepler Weber,ON,Bovespa,Ação,ativo,KEPL3,1.9430186415,2.108175226,1.6105465628,3.2179110528,4.2267660753,5.60325218,9.5681927882,513873.36,392575.04,774888.4,999856,1174473.98,1798172.64,435349,441025,467384,517651,461630,597270
Klabin S/A,ON,Bovespa,Ação,ativo,KLBN3,4.9706578342,4.2392888074,3.8220232126,3.8698719447,4.9016561665,5.1879638328,3.9657003458,18039363.483,17945110.312,20098364.252,28948078.887,28756604.394,22138746.144,7234151,6292235,6046882,3810305,5739568,9559484
Klabin S/A,PN,Bovespa,Ação,ativo,KLBN4,2.1919322955,2.5075880529,2.4139399379,3.1956600395,4.6950154489000004,4.5830668949,3.9556962756,18039363.483,17945110.312,20098364.252,28948078.887,28756604.394,22138746.144,7234151,6292235,6046882,3810305,5739568,9559484
Klabin S/A,UNT N2,Bovespa,Ação,ativo,KLBN11,13.87265078,14.24797129,13.604509381,16.602945577,23.897647979,23.541939541,19.651373674,18039363.483,17945110.312,20098364.252,28948078.887,28756604.394,22138746.144,7234151,6292235,6046882,3810305,5739568,9559484
Kora Saude,ON,Bovespa,Ação,ativo,KRSA3,NA,NA,NA,NA,NA,5.19,0.78,NA,NA,NA,NA,3981133.0087,598132.86,NA,NA,66247,180435,1250662,1137964
Lavvi,ON,Bovespa,Ação,ativo,LAVV3,NA,NA,NA,NA,7.1884757782,4.4742892775,4.6072855147,NA,NA,NA,1972437.3119,1064197.3139,932221.85904,7165,47606,103161,1217041,1178133,1171691
Le Biscuit,ON,Bovespa,Ação,ativo,LLBI3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,299406,305355,312736,261791,160431,116566
Le Biscuit,PN,Bovespa,Ação,ativo,LLBI4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,299406,305355,312736,261791,160431,116566
Lifemed,ON,Bovespa,Ação,ativo,LMED3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,76189,79267,97735,120722,198115,184080
Light S/A,ON,Bovespa,Ação,ativo,LIGT3,16.19003361,15.565187842,15.515674339,22.548438829,23.060903348,11.430170551,4.63,3403659.4614,3364911.99,7221473.2656,7385597.658,4377525.057,1724931.1501,3432473,3389492,6230544,7076212,8733101,2844757
Litel,ON,Bovespa,Ação,ativo,LTEL3B,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27209089,32523657,0,2688642,3095310,3125169
Litela,ON,Bovespa,Ação,ativo,LTLA3B,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2727197,3322281,29629538,NA,NA,NA
Localiza,ON,Bovespa,Ação,ativo,RENT3,9.5161715456,19.609910067,26.728099856,45.180720814,66.205131772,51.279161336,52.779652829,14568357.82,19694053.75,35826172.47,51827715.45,39866176,52059498.4,2600725,3094502,5447532,6052659,7617090,20559196
Locaweb,ON,Bovespa,Ação,ativo,LWSA3,NA,NA,NA,NA,20.1175,13.16,7.02,NA,NA,NA,10129256.043,7722723.596,4138023.0715,50922,61087,88333,673973,2935066,2977587
Log Com Prop,ON,Bovespa,Ação,ativo,LOGG3,NA,NA,16.144556861,29.29766066,31.161083045,23.273077642,15.305777766,NA,1247524.6,3316081.14,3494312.03,2557097.19,1610500.84,2019796,2147269,2938957,3060121,3311569,3584653
Log-In,ON,Bovespa,Ação,ativo,LOGN3,2.2413766974,3.0524585373,7.8,20.9,16.18,23.6,35.1,77483,287476.8,2152290.7571,1687095.3794,2469088.168,3694552.9569,-393274,-354746,316927,353809,455181,875514
Lojas Marisa,ON,Bovespa,Ação,ativo,AMAR3,5.4522321742,6.6323294066,4.7478330511,12.148597864,6.2298156219,3.8,1.25,1479623.5,1060213.2,3461936.64,1780801.38,1302134.5806,428315,959640,973651,1420006,991923,999524,645603
Lojas Renner,ON,Bovespa,Ação,ativo,LREN3,15.749105231,26.902113363,32.579604776,48.101935522,37.56676787,23.514902599,20.267837673,25259475.15,30440613.6,44599520.13,34527698.94,24088552.8,19873484.8,3223446,3954512,4704614,5501316,9806621,10087515
Lopes Brasil,ON,Bovespa,Ação,ativo,LPSB3,3.8274026527,5.4859438022,6.202355068,9.3526018667,4.8872987719,2.1884892091,1.82,699549.37,794190.16,1406199.15,734823.9,314380.94,249864.16,90040,47121,178592,175633,194950,190467
Lupatech,ON,Bovespa,Ação,ativo,LUPA3,3.6128715399,2.5998331181,1.6405843469,1.92,2.42,5.32,3.94,27242.1186,29687.62335,43228.94592,63556.0728,154900.85996,119591.74196,85818,84607,99565,140200,145071,187706
M.Diasbranco,ON,Bovespa,Ação,ativo,MDIA3,33.634450646,46.237483579,38.352675425,34.18585438,31.138701808,23.465427983,35.773698932,17661900,14509200,12847850,11512358.474,8606785.6503,12045359.998,4991911,5561843,6034953,6645568,7032288,6708721
Maestroloc,ON,Bovespa,Ação,ativo,MSRO3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49902,48742,49658,50728,58181,66089
Magaz Luiza,ON,Bovespa,Ação,ativo,MGLU3,0.40457656701,2.4721002014,5.5959073958,11.881579975,24.931918534,7.22,2.74,15180143.228,34103746.062,77244741.921,161261509.64,48125042.444,18295589.568,2073977,2302872,7564937,7325287,11261231,10648701
Mangels Indl,ON,Bovespa,Ação,ativo,MGEL3,NA,NA,NA,NA,NA,NA,NA,23826.83344,30477.52724,48058.49172,48289.8202,85013.2164,68357.56584,-317747,-364125,-370634,-400833,-251234,7225
Mangels Indl,PN,Bovespa,Ação,ativo,MGEL4,3.75,4.12,5.27,8.31,8.35,14.7,11.82,23826.83344,30477.52724,48058.49172,48289.8202,85013.2164,68357.56584,-317747,-364125,-370634,-400833,-251234,7225
Marcopolo,ON,Bovespa,Ação,ativo,POMO3,1.7137376382,2.5814061646,2.7227606718,3.7780483964,2.3843289231,2.2727182432,2.3160456274,3409728.047,3478439.2838,4204738.6474,2644735.3846,2678602.8013,2514419.6715,1898769,2105619,2310079,2552217,2905005,3162365
Marcopolo,PN,Bovespa,Ação,ativo,POMO4,2.2537097974,3.2971112166,3.4808250692,3.904763813,2.5615074474,2.8109409599,2.7529704142,3409728.047,3478439.2838,4204738.6474,2644735.3846,2678602.8013,2514419.6715,1898769,2105619,2310079,2552217,2905005,3162365
Marfrig,ON,Bovespa,Ação,ativo,MRFG3,4.7471332445,5.257037118,3.9212326044,7.1530177179,10.420711554,18.032461679,8.7,4545640.0876,3380511.7546,6981935.9366,10040293.269,14653934.164,5739301.3296,2392532,673464,618565,2094709,3916920,5569860
Mater Dei,ON,Bovespa,Ação,ativo,MATD3,NA,NA,NA,NA,NA,13.398724939,7.21,NA,NA,NA,NA,5161452.5835,2754533.0654,NA,741096,846772,261061,1639726,1617491
Melhor SP,ON,Bovespa,Ação,ativo,MSPA3,NA,42.02735082,47.580786026,50,NA,48.5,NA,297165,307625.76,319950,NA,308380.5,262318,932907,919782,883397,827556,823503,825896
Melhor SP,PN,Bovespa,Ação,ativo,MSPA4,NA,36.371580087,47.797892106,NA,NA,46,41,297165,307625.76,319950,NA,308380.5,262318,932907,919782,883397,827556,823503,825896
Meliuz,ON,Bovespa,Ação,ativo,CASH3,NA,NA,NA,NA,2.4988656979,3.24,1.18,NA,NA,NA,1897759.33,2596273.3591,1020619.688,15379,7860,22894,355132,678908,786456
Melnick,ON,Bovespa,Ação,ativo,MELK3,NA,NA,NA,NA,6.7953152461,3.6965560881,3.29,NA,NA,NA,1599284.2323,788519.3199,665186.81089,374612,422818,447834,1162779,1155000,1206101
Menezes Cort,ON,Bovespa,Ação,ativo,MNZC3B,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,117586,118449,117532,112733,108297,110817
Merc Brasil,ON,Bovespa,Ação,ativo,BMEB3,2.1902911117,2.7336517913,2.9737413939,5.5447852921,7.2783449016,11.254775237,9.7483623318,269828.76,369660.2,683220.72,859904.5,1208115.37,1045616.54,766290,800102,887499,987968,1124491,1273010
Merc Brasil,PN,Bovespa,Ação,ativo,BMEB4,1.3282750284,1.6867612872,2.6558305725,5.3167575305,6.9775745924,10.001906479,9.7162178134,269828.76,369660.2,683220.72,859904.5,1208115.37,1045616.54,766290,800102,887499,987968,1124491,1273010
Merc Financ,ON,Bovespa,Ação,ativo,MERC3,NA,NA,NA,NA,24.31,25,NA,109861,128591.4,250339,336424.6,337263.1,132193.4,211768,229921,242784,247665,257129,251287
Merc Financ,PN,Bovespa,Ação,ativo,MERC4,NA,4.6172887202,5.8074268067,12.164445721,10.387520375,10.135650132,7.34,109861,128591.4,250339,336424.6,337263.1,132193.4,211768,229921,242784,247665,257129,251287
Merc Invest,ON,Bovespa,Ação,ativo,BMIN3,63.501610536,NA,13.564356542,NA,18.455443338,NA,NA,32503.25,69107,95969.25,96380.75,82990,64027.75,56152,119039,123076,125130,128621,132130
Merc Invest,PN,Bovespa,Ação,ativo,BMIN4,18.380562061,11.839795594,8.4239073747,14.784571794,15.696395605,14.713484675,11.881301925,32503.25,69107,95969.25,96380.75,82990,64027.75,56152,119039,123076,125130,128621,132130
